Property_ID,Property_Type,Property_Size,Bedrooms,Bathrooms,Location,Furnishing,Age_of_Property,Amenities,Proximity_to_Important_Locations,Date_of_Listing,Historical_Prices,Price,Floor_Level,Property_Status
541,House,227,3,3,Jakarta Utara,Fully,21,None,1.26,2022-09-11,"[2715958164, 2866844729, 2957376667]",3319504422.5924892,4,Under Construction
542,Apartment,243,4,1,Depok,Unfurnished,9,Pool_Gym_Security,9.71,2021-11-30,"[2587004520, 2730726993, 2816960477]",2874449466.152886,11,New
543,Apartment,243,3,1,Jakarta Selatan,Semi,24,Pool_Gym_Security,5.15,2022-05-09,"[2575828543, 2718930128, 2804791080]",3434438057.003042,15,Under Construction
544,Condo,207,2,1,Bekasi,Unfurnished,23,Pool_Gym,16.11,2021-08-15,"[2705827401, 2856151146, 2946345393]",3006474890.478001,18,New
545,Apartment,70,4,3,Bekasi,Fully,22,Pool_Gym_Security,11.77,2021-12-24,"[669981701, 707202907, 729535630]",744424112.4003458,18,New
546,Apartment,62,1,3,Depok,Fully,6,Security,17.75,2021-09-01,"[772631625, 815555605, 841309992]",858479583.7735685,5,Pre-sale
547,House,177,2,1,Jakarta Pusat,Unfurnished,25,Pool_Gym,5.91,2021-07-08,"[2203327236, 2325734305, 2399178546]",3060176717.0637555,5,Pre-sale
548,Apartment,179,3,2,Jakarta Barat,Unfurnished,9,Pool_Gym_Security,19.7,2021-07-25,"[1754275763, 1851735527, 1910211386]",2241574585.7711763,7,New
549,Apartment,168,1,1,Jakarta Barat,Unfurnished,12,None,6.84,2022-05-25,"[1748539058, 1845680116, 1903964752]",2234244351.266943,10,New
550,Apartment,186,2,2,Jakarta Utara,Semi,0,Gym,17.67,2021-10-01,"[2067582247, 2182447927, 2251367336]",2527044968.490518,15,Under Construction
551,Apartment,236,2,1,Tangerang,Fully,7,Pool_Gym_Security,6.28,2021-02-03,"[2925495763, 3088023305, 3185539831]",3250550847.754165,5,New
552,House,180,2,2,Depok,Semi,12,Gym,0.78,2021-02-09,"[1854721527, 1957761612, 2019585663]",2060801696.5822868,2,Under Construction
553,Condo,63,3,2,Jakarta Barat,Fully,10,None,2.54,2021-03-11,"[694271068, 732841683, 755984052]",887124142.592548,2,Under Construction
554,House,150,3,2,Jakarta Barat,Semi,22,Gym_Security,5.59,2022-12-28,"[1394591337, 1472068633, 1518555011]",1781977819.458094,5,New
555,Apartment,152,2,1,Jakarta Pusat,Unfurnished,16,None,0.58,2021-02-28,"[1791477794, 1891004339, 1950720265]",2488163603.4084053,18,Pre-sale
556,Apartment,176,3,2,Jakarta Timur,Unfurnished,18,Pool_Gym,12.63,2021-10-18,"[2229104607, 2352943752, 2427247239]",2600622041.503166,9,New
557,Apartment,170,2,2,Jakarta Barat,Unfurnished,7,Pool_Gym,2.56,2021-03-16,"[2088537583, 2204567448, 2274185368]",2668686911.1173925,2,New
558,Apartment,142,1,3,Bekasi,Fully,3,Pool,11.08,2022-09-04,"[1417650838, 1496409218, 1543664246]",1575167597.6477058,16,Pre-sale
559,Apartment,213,2,3,Bekasi,Fully,22,Pool_Gym,6.46,2021-09-13,"[2045180512, 2158801651, 2226974335]",2272422790.704197,6,Pre-sale
560,House,128,4,3,Jakarta Barat,Fully,25,Gym_Security,15.23,2022-04-30,"[1484837867, 1567328859, 1616823455]",1897292829.8689651,1,Pre-sale
561,Apartment,143,3,1,Depok,Semi,17,Gym_Security,10.44,2021-01-21,"[1381603828, 1458359597, 1504413058]",1535115364.839723,17,New
562,Condo,126,1,3,Jakarta Timur,Semi,10,Pool_Gym,7.75,2021-08-05,"[1657512027, 1749596028, 1804846429]",1933764030.97995,10,New
563,Apartment,235,4,1,Bekasi,Unfurnished,18,Pool_Gym,2.17,2021-07-30,"[2432180030, 2567301143, 2648373811]",2702422255.61402,20,New
564,Condo,42,4,2,Bogor,Fully,8,Pool_Gym_Security,4.05,2021-08-14,"[389939270, 411602563, 424600538]",433265855.3151527,19,Under Construction
565,Apartment,76,4,1,Jakarta Barat,Unfurnished,6,Pool_Gym_Security,3.28,2021-03-27,"[839846770, 886504924, 914499816]",1073137539.2925171,4,New
566,House,127,1,1,Bekasi,Unfurnished,8,None,15.89,2021-02-27,"[1410467271, 1488826563, 1535842139]",1567185856.301888,5,Pre-sale
567,House,174,3,1,Jakarta Timur,Unfurnished,24,Pool_Security,12.15,2022-11-25,"[1849426551, 1952172471, 2013820022]",2157664309.5137606,3,Under Construction
568,Apartment,151,1,2,Bekasi,Semi,8,Security,11.46,2021-05-01,"[2017547045, 2129632992, 2196884560]",2241718938.8519716,9,Pre-sale
569,House,139,2,1,Jakarta Timur,Semi,23,Gym_Security,15.28,2021-07-24,"[1602154158, 1691162723, 1744567861]",1869179851.2891097,1,Under Construction
570,House,72,2,2,Bogor,Unfurnished,9,Pool,17.32,2021-10-01,"[870513464, 918875323, 947892438]",967237182.0177724,5,New
571,House,47,3,1,Jakarta Barat,Fully,28,Pool_Gym_Security,19.13,2022-11-27,"[555335901, 586187895, 604699092]",709595872.9747509,1,Pre-sale
572,Apartment,50,3,2,Bekasi,Unfurnished,19,Pool_Gym_Security,7.98,2022-05-15,"[640856755, 676459908, 697821800]",712063060.9359121,13,New
573,Apartment,44,4,1,Bogor,Semi,17,Pool_Gym_Security,19.01,2021-01-08,"[530964994, 560463049, 578161882]",589961104.4845768,5,New
574,Apartment,36,4,3,Jakarta Selatan,Unfurnished,12,Pool_Security,11.77,2021-10-20,"[445685653, 470445967, 485302155]",594247536.8876152,20,New
575,Apartment,206,1,2,Jakarta Selatan,Unfurnished,20,Pool_Gym,6.46,2021-07-23,"[2403521785, 2537050773, 2617168166]",3204695713.2500873,12,Under Construction
576,Apartment,136,4,1,Bekasi,Fully,3,None,10.69,2021-12-08,"[1684943136, 1778551088, 1834715860]",1872159040.3405268,1,New
577,Apartment,78,2,2,Bekasi,Semi,3,Gym_Security,4.27,2021-04-24,"[834501409, 880862598, 908679312]",927223787.6786612,10,New
578,House,116,3,1,Jakarta Utara,Fully,20,Security,8.06,2022-01-30,"[1341741166, 1416282342, 1461007048]",1639905869.975744,4,Pre-sale
579,House,149,4,3,Jakarta Selatan,Semi,12,Gym_Security,5.53,2021-05-21,"[1843074771, 1945467814, 2006903640]",2457433028.424749,5,New
580,Condo,125,2,2,Jakarta Pusat,Semi,8,None,4.36,2021-01-15,"[1574532887, 1662006936, 1714491366]",2186851232.015122,6,New
581,Condo,202,2,3,Bekasi,Semi,19,Pool_Gym,14.79,2021-11-13,"[2630463280, 2776600129, 2864282238]",2922736977.8381734,20,Pre-sale
582,House,170,3,3,Jakarta Timur,Unfurnished,16,Pool_Gym,15.41,2022-10-02,"[1978072292, 2087965198, 2153900941]",2307751007.9015007,5,Pre-sale
583,House,194,4,2,Jakarta Selatan,Fully,27,None,9.17,2021-12-29,"[2229351901, 2353204785, 2427516515]",2972469201.9142346,5,New
584,House,92,4,1,Jakarta Utara,Fully,10,Gym_Security,19.44,2021-03-01,"[948477541, 1001170738, 1032786656]",1159250327.921571,4,Pre-sale
585,Apartment,75,3,3,Jakarta Timur,Fully,3,Gym,8.19,2022-01-16,"[910987191, 961597590, 991963830]",1062818389.3420724,12,New
586,Apartment,167,1,2,Jakarta Utara,Semi,19,Pool,1.02,2021-01-11,"[1729057761, 1825116526, 1882751784]",2113292819.2960608,10,New
587,House,36,2,2,Bekasi,Fully,2,Pool,10.84,2021-03-10,"[425563484, 449205899, 463391349]",472848315.07666767,2,New
588,Apartment,183,4,3,Depok,Unfurnished,14,None,5.95,2022-08-06,"[1801410698, 1901489070, 1961536093]",2001567441.9912627,7,Under Construction
589,House,173,1,2,Jakarta Barat,Fully,15,Pool,4.81,2022-03-10,"[2030682692, 2143498397, 2211187820]",2594761217.765761,5,New
590,Condo,209,1,2,Jakarta Selatan,Unfurnished,14,Pool_Security,8.21,2021-12-01,"[2529428900, 2669952727, 2754267024]",3372571866.1412654,3,Under Construction
591,House,161,2,3,Jakarta Pusat,Fully,11,Gym_Security,5.29,2021-09-24,"[1788883504, 1888265921, 1947895371]",2484560422.2124605,3,Pre-sale
592,House,153,1,2,Jakarta Timur,Unfurnished,27,Gym,13.46,2022-10-29,"[1841063438, 1943344741, 2004713522]",2147907344.8298435,3,New
593,Apartment,114,3,3,Jakarta Barat,Unfurnished,9,Security,9.66,2021-01-12,"[1303455202, 1375869380, 1419317886]",1665526091.1368651,5,Pre-sale
594,Apartment,153,2,1,Bekasi,Unfurnished,21,Gym,18.8,2022-11-30,"[2055049897, 2169219336, 2237720999]",2283388774.4295564,1,Under Construction
595,House,195,3,2,Depok,Semi,6,Gym_Security,14.65,2022-05-03,"[2152224665, 2271792702, 2343533524]",2391360739.042779,5,New
596,Apartment,53,4,2,Jakarta Pusat,Fully,21,Gym,15.28,2022-08-22,"[582183815, 614527360, 633933487]",808588631.7630357,19,New
597,House,94,2,3,Jakarta Utara,Semi,7,Pool,10.96,2021-06-07,"[935254312, 987212884, 1018388028]",1143088603.0330026,2,New
598,House,76,1,3,Bogor,Unfurnished,5,Pool_Gym_Security,5.49,2022-04-09,"[946885699, 999490460, 1031053317]",1052095221.0687644,5,Under Construction
599,House,77,1,1,Jakarta Utara,Fully,22,None,10.31,2022-06-27,"[891943926, 941496366, 971227830]",1090153686.8940992,5,New
600,Condo,242,2,3,Jakarta Utara,Unfurnished,20,Pool_Gym_Security,10.71,2022-01-23,"[2692443010, 2842023178, 2931771278]",3290763679.396999,14,New
601,Apartment,227,2,2,Jakarta Pusat,Semi,20,Gym,12.76,2022-11-08,"[2080363586, 2195939341, 2265284794]",2889393869.4578247,12,New
602,House,147,2,2,Bekasi,Unfurnished,15,Security,11.09,2022-01-02,"[1752347174, 1849699795, 1908111367]",1947052415.387634,2,Under Construction
603,House,144,1,1,Jakarta Barat,Fully,3,None,18.52,2022-03-07,"[1626975063, 1717362566, 1771595068]",2078912580.191252,4,Pre-sale
604,House,188,4,1,Bogor,Unfurnished,11,None,9.49,2021-07-25,"[2288497564, 2415636317, 2491919570]",2542775070.93996,4,New
605,House,218,1,2,Bogor,Unfurnished,22,Gym_Security,16.76,2022-07-31,"[2863514849, 3022599008, 3118049502]",3181683165.8004293,5,New
606,House,248,3,3,Depok,Unfurnished,28,Pool,10.0,2022-08-05,"[2831718971, 2989036691, 3083427324]",3146354411.9095855,2,New
607,Apartment,183,4,2,Depok,Unfurnished,23,Gym,10.4,2021-05-30,"[2358872159, 2489920613, 2568549685]",2620969066.0877333,5,Under Construction
608,Apartment,108,2,2,Tangerang,Fully,21,Gym,9.68,2022-07-03,"[1141129652, 1204525743, 1242563398]",1267921835.05287,4,New
609,House,228,4,2,Bekasi,Semi,16,Security,18.44,2022-02-03,"[2214880037, 2337928928, 2411758262]",2460977818.5262885,3,Pre-sale
610,Apartment,229,3,2,Jakarta Barat,Unfurnished,11,Pool_Security,17.71,2021-01-27,"[2298959086, 2426679035, 2503311004]",2937558831.5119834,5,New
611,House,219,2,2,Depok,Fully,14,Pool,3.64,2021-02-06,"[2412996460, 2547051819, 2627485034]",2681107177.689655,2,New
612,Apartment,167,4,2,Tangerang,Fully,24,Pool,13.62,2022-10-23,"[1947583103, 2055782165, 2120701601]",2163981226.0008264,18,Under Construction
613,Apartment,71,1,1,Jakarta Utara,Unfurnished,17,Pool_Security,19.57,2021-07-16,"[759116608, 801289753, 826593640]",927809187.5292051,17,Under Construction
614,Apartment,233,2,3,Jakarta Barat,Unfurnished,2,Security,18.14,2021-07-24,"[2856034542, 3014703127, 3109904279]",3649377469.828517,1,Pre-sale
615,Apartment,119,4,3,Jakarta Timur,Semi,0,Pool_Gym_Security,19.51,2022-05-09,"[1123414424, 1185826336, 1223273484]",1310650160.9770823,14,Pre-sale
616,House,189,2,3,Bekasi,Fully,5,Gym,10.88,2022-01-24,"[2493456894, 2631982277, 2715097507]",2770507660.4544578,2,New
617,House,236,3,3,Tangerang,Fully,7,Pool_Security,18.65,2022-06-15,"[2739259218, 2891440286, 2982748927]",3043621353.7575,2,New
618,House,128,2,3,Jakarta Selatan,Fully,3,Gym_Security,1.8,2021-06-14,"[1390079823, 1467306480, 1513642474]",1853439764.1376474,3,New
619,House,216,2,3,Jakarta Timur,Fully,25,Pool_Gym_Security,12.27,2021-04-30,"[2715118763, 2865958694, 2956462653]",3167638556.694788,1,Under Construction
620,House,93,1,2,Jakarta Selatan,Semi,12,Pool,18.1,2022-09-06,"[866213935, 914336931, 943210729]",1154951912.925516,2,New
621,Apartment,54,1,2,Jakarta Timur,Fully,18,Pool_Gym_Security,13.68,2021-04-28,"[669488889, 706682716, 728999012]",781070370.425425,13,New
622,Condo,164,3,3,Bekasi,Fully,17,Pool_Gym_Security,11.95,2022-05-22,"[1791440042, 1890964488, 1950679156]",1990488935.0669818,10,Pre-sale
623,Condo,215,1,1,Jakarta Utara,Fully,11,None,8.97,2022-07-09,"[2778228097, 2932574102, 3025181705]",3395612117.969944,8,Pre-sale
624,Apartment,226,4,2,Tangerang,Fully,13,Pool_Security,4.01,2022-11-09,"[2375017925, 2506963365, 2586130630]",2638908805.788187,17,New
625,House,120,1,1,Bekasi,Unfurnished,21,Pool_Gym_Security,4.91,2021-06-08,"[1471952679, 1553727828, 1602792917]",1635502976.9020896,5,New
626,House,114,3,2,Jakarta Selatan,Unfurnished,15,Gym,17.3,2022-10-25,"[1049494122, 1107799351, 1142782488]",1399325495.4925818,3,Under Construction
627,House,84,4,3,Jakarta Timur,Fully,5,Gym_Security,6.14,2021-12-01,"[1069717882, 1129146653, 1164803915]",1248004195.1437547,2,Under Construction
628,House,189,2,3,Jakarta Pusat,Fully,15,Gym,3.53,2021-07-06,"[2023040601, 2135431746, 2202866432]",2809778612.684674,4,New
629,Condo,90,4,3,Jakarta Utara,Unfurnished,3,Pool,6.04,2022-09-06,"[1051413864, 1109825746, 1144872875]",1285061389.841733,17,New
630,House,136,1,3,Bogor,Unfurnished,21,Security,11.68,2021-11-28,"[1641006451, 1732173477, 1786873692]",1823340501.627587,1,Pre-sale
631,Apartment,160,4,1,Bekasi,Semi,22,Gym,18.44,2021-08-04,"[1573968248, 1661410928, 1713876536]",1748853608.5472016,9,Under Construction
632,House,145,4,1,Jakarta Pusat,Unfurnished,12,Security,10.42,2021-12-05,"[1583115372, 1671066225, 1723836738]",2198771349.313253,5,New
633,House,41,3,3,Tangerang,Unfurnished,25,Security,6.9,2021-04-06,"[515652125, 544299466, 561487870]",572946806.0124226,5,New
634,House,42,4,1,Depok,Semi,17,Pool,18.82,2021-11-24,"[564224191, 595569979, 614377452]",626915767.4377788,5,New
635,Apartment,120,3,2,Jakarta Timur,Fully,5,Pool_Security,19.2,2021-06-23,"[1103162834, 1164449659, 1201221753]",1287023306.7928495,18,Under Construction
636,Apartment,148,1,2,Depok,Semi,10,None,15.8,2022-08-20,"[1355308458, 1430603373, 1475780321]",1505898286.859925,13,Pre-sale
637,Apartment,139,4,2,Tangerang,Semi,4,Gym,17.92,2021-08-03,"[1490114502, 1572898641, 1622569124]",1655682779.6080058,12,New
638,Apartment,173,2,2,Tangerang,Unfurnished,12,Pool_Gym,9.55,2021-03-22,"[1810042799, 1910600733, 1970935493]",2011158665.9317384,14,New
639,Apartment,163,1,1,Jakarta Utara,Unfurnished,19,Pool_Gym,17.29,2021-01-05,"[1864065083, 1967624254, 2029759757]",2278301767.8598323,3,New
640,Apartment,98,4,2,Bekasi,Unfurnished,24,None,1.26,2021-09-07,"[1057132177, 1115861742, 1151099481]",1174591307.4881124,4,New
641,Condo,157,2,2,Jakarta Barat,Semi,5,Pool_Gym_Security,17.95,2021-01-12,"[1489636496, 1572394079, 1622048629]",1903424411.848404,15,Under Construction
642,House,148,1,3,Depok,Fully,19,Gym_Security,11.86,2021-07-06,"[1745346971, 1842310691, 1900488924]",1939274411.89698,3,Pre-sale
643,Apartment,48,4,2,Jakarta Pusat,Fully,17,Security,12.41,2022-01-31,"[486833581, 513879891, 530107677]",676157751.0873423,15,Under Construction
644,Apartment,141,3,3,Tangerang,Fully,18,None,13.61,2022-08-08,"[1358806726, 1434295989, 1479589546]",1509785251.154387,13,New
645,Apartment,181,2,1,Jakarta Timur,Semi,3,Pool_Gym_Security,17.92,2022-03-12,"[1700342067, 1794805515, 1851483584]",1983732411.1740289,15,Pre-sale
646,Apartment,164,4,1,Jakarta Pusat,Unfurnished,6,None,4.62,2022-12-23,"[2172807406, 2293518928, 2365945842]",3017788063.7612414,17,New
647,House,127,3,3,Jakarta Selatan,Fully,15,Gym_Security,2.02,2021-03-30,"[1221232586, 1289078840, 1329786593]",1628310114.3109949,4,New
648,House,100,2,2,Jakarta Barat,Unfurnished,14,Pool_Gym_Security,3.22,2021-07-12,"[1324450461, 1398031042, 1442179391]",1692353366.706253,2,Under Construction
649,Condo,205,3,1,Bekasi,Semi,20,Pool_Gym_Security,13.13,2022-09-05,"[2284467611, 2411382479, 2487531399]",2538297345.831266,12,New
650,Apartment,41,3,1,Bekasi,Semi,24,Pool_Security,10.24,2021-08-23,"[379172392, 400237525, 412876605]",421302658.11204165,10,Pre-sale
651,House,209,4,3,Jakarta Utara,Unfurnished,5,Gym,2.64,2022-05-30,"[2773211035, 2927278314, 3019718682]",3389480153.4394,4,New
652,Condo,212,4,2,Bekasi,Semi,0,Security,14.54,2022-07-14,"[2705804346, 2856126809, 2946320288]",3006449273.1280537,3,New
653,Apartment,95,1,3,Jakarta Selatan,Unfurnished,23,Pool,19.84,2022-12-22,"[1164673101, 1229377162, 1268199599]",1552897468.2405884,19,New
654,Apartment,76,4,1,Jakarta Pusat,Semi,22,Security,2.03,2022-12-20,"[758188309, 800309882, 825582826]",1053039318.5207604,13,New
655,Condo,123,4,3,Jakarta Barat,Unfurnished,2,Pool_Gym_Security,10.36,2021-11-05,"[1474653896, 1556579112, 1605734242]",1884279977.7589068,15,New
656,House,72,4,3,Jakarta Utara,Semi,11,Security,12.18,2022-08-09,"[696935614, 735654259, 758885446]",851810194.9394627,1,Under Construction
657,Apartment,151,4,2,Bogor,Fully,12,Security,15.02,2021-07-31,"[1849270211, 1952007445, 2013649785]",2054744678.4790823,6,New
658,Condo,119,3,1,Jakarta Pusat,Unfurnished,22,None,18.66,2022-02-12,"[1389531810, 1466728022, 1513045749]",1929905292.0541642,6,New
659,House,144,4,3,Depok,Fully,24,None,12.23,2022-12-10,"[1926770842, 2033813666, 2098039361]",2140856490.9035316,5,New
660,House,54,4,2,Jakarta Barat,Semi,6,Gym_Security,13.88,2022-11-16,"[650936029, 687099142, 708797010]",831751593.1926656,2,New
661,House,204,1,3,Jakarta Utara,Fully,5,Pool_Gym_Security,3.92,2021-03-12,"[2133916756, 2252467687, 2323598245]",2608120479.267259,4,New
662,Apartment,157,2,1,Jakarta Barat,Semi,17,None,13.75,2021-05-28,"[1746736583, 1843777505, 1902002057]",2231941189.9120674,6,New
663,Apartment,108,2,1,Jakarta Utara,Fully,27,Gym,16.42,2021-02-21,"[1126914152, 1189520494, 1227084299]",1377339519.2367978,19,New
664,Apartment,77,4,3,Jakarta Timur,Unfurnished,21,Security,18.76,2022-10-11,"[907107597, 957502463, 987739383]",1058292195.9997686,20,New
665,Apartment,42,4,3,Tangerang,Unfurnished,5,Security,3.1,2021-05-21,"[400393516, 422637600, 435984051]",444881684.2760215,17,New
666,House,56,1,1,Jakarta Utara,Unfurnished,22,Pool_Gym,17.59,2022-01-13,"[570144888, 601819604, 620824433]",696843751.6114935,5,New
667,House,159,4,1,Jakarta Timur,Unfurnished,7,Pool_Security,18.45,2022-04-06,"[2079045307, 2194547824, 2263849334]",2425552858.211632,1,Under Construction
668,House,95,2,2,Tangerang,Unfurnished,5,Pool_Security,2.58,2022-02-13,"[1198069803, 1264629236, 1304564896]",1331188669.4739742,4,New
669,House,177,2,2,Jakarta Pusat,Semi,2,None,2.6,2021-11-25,"[1668598659, 1761298584, 1816918540]",2317498137.459036,5,New
670,Apartment,237,2,3,Bogor,Semi,9,Pool,1.7,2022-06-08,"[3136430158, 3310676278, 3415223950]",3484922397.4810615,18,Under Construction
671,House,243,2,1,Jakarta Pusat,Fully,6,Pool,8.61,2021-04-16,"[2205355718, 2327875480, 2401387338]",3062994053.07764,3,Under Construction
672,House,153,4,3,Jakarta Barat,Unfurnished,27,None,1.1,2021-10-28,"[2011069641, 2122795732, 2189831387]",2569700096.4477487,4,Pre-sale
673,Apartment,123,4,3,Depok,Fully,11,None,16.45,2022-07-26,"[1463041012, 1544321068, 1593089102]",1625601124.6923862,20,Pre-sale
674,House,75,3,1,Depok,Semi,5,Pool_Gym_Security,17.33,2022-09-24,"[703473508, 742555370, 766004487]",781637231.5109552,5,Pre-sale
675,Apartment,145,1,2,Bekasi,Unfurnished,24,Pool_Gym_Security,1.7,2022-11-09,"[1333501400, 1407584812, 1452034858]",1481668222.7594957,16,New
676,House,237,4,1,Jakarta Barat,Fully,20,None,16.45,2022-04-12,"[3119149227, 3292435295, 3396406936]",3985579567.3214426,3,New
677,Condo,73,1,3,Depok,Semi,20,None,7.74,2022-02-26,"[863017801, 910963234, 939730494]",958908667.3224574,11,Pre-sale
678,Apartment,177,2,1,Bekasi,Unfurnished,23,Pool_Security,3.16,2021-03-25,"[2323619694, 2452709677, 2530163667]",2581799659.7952905,3,New
679,Apartment,176,1,3,Bekasi,Fully,12,Gym,12.91,2021-02-05,"[1595858234, 1684517025, 1737712299]",1773175815.422358,13,Pre-sale
680,House,69,3,3,Tangerang,Unfurnished,10,None,5.87,2021-09-17,"[621053907, 655556902, 676258699]",690059897.165,1,Pre-sale
681,House,108,3,2,Bekasi,Fully,21,Pool_Security,2.54,2022-02-18,"[1430168640, 1509622453, 1557294741]",1589076266.5284557,2,New
682,Apartment,56,3,3,Jakarta Selatan,Fully,1,Gym_Security,10.77,2021-12-08,"[748461209, 790042388, 814991095]",997948279.0076361,6,Pre-sale
683,Apartment,32,4,2,Jakarta Utara,Fully,10,Pool_Gym_Security,16.49,2022-09-15,"[352871001, 372474946, 384237313]",431286779.5055434,16,New
684,Apartment,150,1,3,Jakarta Timur,Semi,21,Gym,17.42,2022-07-06,"[1854648560, 1957684591, 2019506210]",2163756653.394271,7,New
685,House,103,2,3,Bogor,Semi,0,None,8.24,2022-11-29,"[1301697368, 1374013889, 1417403801]",1446330409.3530312,4,Under Construction
686,Apartment,136,4,2,Jakarta Barat,Fully,6,Pool_Gym_Security,16.19,2021-04-19,"[1570485579, 1657734778, 1710084297]",2006731573.4763997,4,New
687,Apartment,160,3,1,Jakarta Timur,Unfurnished,11,None,16.21,2022-08-21,"[1473859014, 1555740070, 1604868704]",1719502182.8035357,7,Under Construction
688,Apartment,249,2,2,Jakarta Utara,Unfurnished,1,Pool_Gym_Security,13.43,2022-02-05,"[2590865107, 2734802058, 2821164228]",3166612908.7216144,15,New
689,House,66,1,1,Jakarta Timur,Unfurnished,12,None,18.17,2022-06-28,"[881238671, 930196375, 959570998]",1028111783.2513629,5,New
690,Apartment,73,2,2,Jakarta Timur,Semi,11,Pool_Gym_Security,16.71,2022-09-03,"[905407632, 955708056, 985888310]",1056308903.4598355,7,New
691,Apartment,34,3,2,Depok,Fully,2,Security,10.75,2022-11-19,"[448415591, 473327568, 488274755]",498239545.5808687,13,Pre-sale
692,Apartment,69,3,3,Jakarta Selatan,Semi,8,Pool_Security,1.67,2022-12-17,"[915131281, 965971908, 996476284]",1220175041.5443254,4,New
693,Apartment,116,1,3,Jakarta Timur,Semi,8,Security,8.22,2022-06-05,"[1495443799, 1578524010, 1628372137]",1744684432.5653741,7,Pre-sale
694,House,204,3,2,Bekasi,Semi,17,None,4.84,2022-11-29,"[2295861598, 2423409465, 2499938185]",2550957331.6569552,1,Pre-sale
695,Apartment,52,3,3,Jakarta Pusat,Fully,20,Gym_Security,3.78,2021-12-07,"[609612810, 643480189, 663800616]",846684458.9034357,1,Under Construction
696,Apartment,149,1,1,Jakarta Utara,Unfurnished,8,Security,5.71,2022-01-28,"[1395326307, 1472844435, 1519355312]",1705398819.7902577,13,Under Construction
697,Apartment,41,3,1,Jakarta Timur,Semi,11,Gym_Security,5.63,2021-08-30,"[545865843, 576191723, 594387251]",636843483.6687561,9,New
698,Apartment,102,1,3,Bogor,Semi,1,Pool_Gym_Security,3.44,2022-10-14,"[1204151580, 1271048890, 1311187276]",1337946199.5307214,3,Under Construction
699,Apartment,221,2,3,Jakarta Pusat,Semi,16,Gym_Security,17.94,2021-03-10,"[2690901704, 2840396243, 2930092967]",3737363477.6868763,4,Under Construction
700,House,207,3,3,Tangerang,Unfurnished,27,None,17.46,2021-11-27,"[2773049055, 2927107336, 3019542304]",3081165616.576144,1,New
701,House,205,1,2,Bogor,Fully,23,Pool,18.28,2021-07-01,"[2305800834, 2433900881, 2510760909]",2562000927.114085,5,Pre-sale
702,Apartment,249,2,3,Jakarta Barat,Unfurnished,3,Pool_Gym,8.27,2021-10-09,"[2889524582, 3050053725, 3146371211]",3692170298.8756237,16,New
703,Apartment,105,3,1,Jakarta Barat,Unfurnished,19,Pool_Security,1.66,2022-09-24,"[970183009, 1024082066, 1056421499]",1239678289.85742,9,Pre-sale
704,House,173,3,3,Jakarta Barat,Semi,5,Pool_Security,5.09,2021-05-02,"[1939414925, 2047160198, 2111807362]",2478141292.502735,5,New
705,Apartment,168,1,2,Depok,Unfurnished,28,Security,6.72,2021-06-20,"[2127296489, 2245479627, 2316389510]",2363662765.3791075,16,Under Construction
706,House,113,2,2,Depok,Fully,11,Pool,15.12,2022-04-19,"[1318313337, 1391552967, 1435496745]",1464792596.455594,1,Pre-sale
707,House,90,3,2,Jakarta Utara,Unfurnished,5,None,10.27,2022-01-11,"[1073467440, 1133104520, 1168886768]",1312015759.942864,3,Pre-sale
708,House,101,3,2,Jakarta Pusat,Semi,20,Gym,8.26,2021-03-10,"[1042249039, 1100151763, 1134893398]",1447568109.4369748,3,New
709,Apartment,174,4,2,Jakarta Barat,Semi,10,Pool_Gym,12.79,2021-06-12,"[2064863843, 2179578501, 2248407296]",2638437132.9975324,16,Under Construction
710,House,53,1,2,Jakarta Pusat,Fully,16,Pool_Gym_Security,15.81,2022-06-29,"[641905165, 677566563, 698963402]",891534950.979581,1,Pre-sale
711,House,122,2,3,Bekasi,Fully,15,Pool_Gym_Security,15.75,2021-03-30,"[1184437999, 1250240110, 1289721377]",1316042220.9262857,1,New
712,Apartment,103,3,3,Jakarta Pusat,Unfurnished,25,Pool_Security,5.5,2022-11-21,"[1240995416, 1309939606, 1351306120]",1723604744.9983106,16,Under Construction
713,House,186,4,2,Tangerang,Fully,20,None,15.54,2021-12-13,"[2357116970, 2488067913, 2566638479]",2619018855.7422533,4,New
714,Apartment,199,2,2,Jakarta Selatan,Fully,5,Gym_Security,6.17,2022-09-30,"[2674578743, 2823166451, 2912319075]",3566104990.1158447,5,New
715,Apartment,188,4,2,Jakarta Barat,Fully,0,Gym_Security,18.75,2021-07-12,"[2282372408, 2409170876, 2485249956]",2916364744.1192803,10,New
716,Apartment,182,1,2,Tangerang,Unfurnished,5,Pool_Security,1.69,2022-08-30,"[1742774232, 1839595023, 1897687497]",1936415813.3715565,15,Pre-sale
717,Apartment,95,2,2,Bogor,Semi,1,Security,11.98,2022-06-21,"[983583998, 1038227553, 1071013686]",1092871108.4868467,2,New
718,Apartment,145,2,2,Bekasi,Unfurnished,19,None,12.15,2021-01-24,"[1827025630, 1928527054, 1989427909]",2030028478.2077599,15,New
719,House,159,1,3,Jakarta Pusat,Unfurnished,27,Pool_Security,19.28,2021-06-27,"[1600528566, 1689446819, 1742797772]",2222956341.3880334,2,Under Construction
720,House,146,4,3,Jakarta Pusat,Semi,27,None,16.33,2021-12-07,"[1910950154, 2017114052, 2080812390]",2654097436.472576,2,New
